DSC00040.JPG,33.6311529,-98.0071707,-0.2,268.96,0.9,0.72
DSC00041.JPG,33.6311542,-98.0071699,13.54,273.53,0.97,0.2
DSC00042.JPG,33.6312267,-98.0041917,121.99,300.21,-3.64,2.08
DSC00043.JPG,33.631361,-98.004461,121.96,300.62,-3.39,2.69
DSC00044.JPG,33.6314973,-98.0047309,121.99,300.66,-4.17,2.09
DSC00045.JPG,33.6316325,-98.0050029,121.89,300.9,-3.61,1.88
DSC00046.JPG,33.6317687,-98.0052734,121.92,299.94,-3.41,1.28
DSC00047.JPG,33.6319026,-98.0055419,121.89,300.52,-4.04,2.29
DSC00048.JPG,33.632038,-98.0058096,121.86,299.73,-4.11,0.45
DSC00049.JPG,33.6321719,-98.0060796,121.86,300.22,-3.49,0.68
DSC00050.JPG,33.6323072,-98.0063513,121.94,300.28,-3.8,0.89
DSC00051.JPG,33.6324426,-98.0066239,121.86,300.45,-3.48,1.05
DSC00052.JPG,33.6325782,-98.0068952,121.98,300.88,-3.55,1.26
DSC00053.JPG,33.6327134,-98.0071705,122.16,301.01,-3.16,4.35
DSC00054.JPG,33.6328505,-98.0074386,121.91,300.42,-4.06,2.47
DSC00055.JPG,33.6329862,-98.0077091,121.81,300.58,-5.25,2.19
DSC00056.JPG,33.6331215,-98.0079808,121.87,300.58,-4.58,1.92
DSC00057.JPG,33.6332579,-98.0082534,121.92,300.58,-4.4,1.46
DSC00058.JPG,33.6333942,-98.0085269,121.92,300.67,-4.38,1.75
DSC00059.JPG,33.6335292,-98.0087974,121.95,300.69,-4.4,1.56
DSC00060.JPG,33.6336652,-98.0090712,121.86,300.71,-4.03,1.91
DSC00061.JPG,33.6338009,-98.0093413,121.87,300.77,-4.38,1.5
DSC00062.JPG,33.6339371,-98.0096128,121.98,300.79,-4.52,1.14
DSC00063.JPG,33.6340739,-98.009887,121.92,300.76,-4.27,1.35
DSC00064.JPG,33.63421,-98.0101595,121.98,300.71,-3.55,1.32
DSC00065.JPG,33.6343459,-98.0104305,121.88,300.74,-4.12,1.34
DSC00066.JPG,33.6344809,-98.0107033,121.93,300.68,-3.73,2.05
DSC00067.JPG,33.6346166,-98.0109741,121.98,300.74,-4.1,1.78
DSC00068.JPG,33.6347534,-98.011247,121.88,300.76,-3.69,1.85
DSC00069.JPG,33.6348888,-98.0115183,121.97,300.75,-3.38,1.45
DSC00070.JPG,33.6350243,-98.0117898,121.91,300.8,-3.85,1.5
DSC00071.JPG,33.6351608,-98.0120615,121.89,300.67,-3.85,1.49
DSC00072.JPG,33.6352959,-98.0123342,121.83,300.76,-3.23,1.71
DSC00073.JPG,33.6354325,-98.0126061,121.94,300.78,-3.72,0.79
DSC00074.JPG,33.6355672,-98.0128768,122.02,300.68,-3.8,1.66
DSC00075.JPG,33.6357028,-98.0131508,121.9,300.73,-3.26,2.4
DSC00076.JPG,33.6358392,-98.0134214,121.95,300.76,-3.31,1.44
